1 50.000000
2 50.000000
3 50.000000
4 32.000000
5 27.500000
6 28.500000
7 22.000000
8 18.000000
9 6.000000
10 5.500000
11 4.500000
12 4.500000
13 4.500000
14 3.000000
15 1.000000
16 1.500000
17 1.500000
18 1.500000
19 1.500000
